semantic,direction,frame_index,composition,width,height,area,fill_ratio,centroid_x,centroid_y,center_offset_x,baseline,top_margin,bottom_margin,left_margin,right_margin,vertical_utilization,horizontal_utilization,components,largest_component_ratio,head_width,shoulder_width,torso_width,hip_width,stance_width,head_to_shoulder,torso_to_shoulder,hip_to_shoulder,stance_to_shoulder,clipped,value_available,mean_luma,value_range,dark_ratio,light_ratio,edge_contrast,sources
melee__light_01,s,1,full,6,80,12,0.02500,43.417,57.083,-4.083,93,14,2,43,47,0.83333,0.06250,10,0.16667,1,0,0,0,1,0.00000,0.00000,0.00000,0.00000,false,true,0.23753,0.02878,0.83333,0.00000,0.23753,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__98.png
melee__light_01,s,2,full,11,54,184,0.30976,52.174,59.060,4.674,81,28,14,45,40,0.56250,0.11458,3,0.66304,7,6,1.5,5,8,1.16667,0.25000,0.83333,1.33333,false,true,0.13343,0.33066,0.82065,0.01087,0.09158,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__98.png
melee__light_01,s,3,full,16,55,782,0.88864,47.680,53.652,0.180,81,27,14,40,40,0.57292,0.16667,1,1.00000,16,16,14,16,16,1.00000,0.87500,1.00000,1.00000,false,true,0.16280,0.42492,0.75959,0.03197,0.09550,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__98.png
melee__light_01,s,4,full,16,66,638,0.60417,45.959,59.240,-1.541,93,28,2,40,40,0.68750,0.16667,3,0.99687,10,15,13.5,15,16,0.66667,0.90000,1.00000,1.06667,false,true,0.15704,0.39856,0.74922,0.01254,0.08545,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__98.png
melee__light_01,s,5,full,2,6,10,0.83333,40.400,79.900,-7.100,82,77,13,40,54,0.06250,0.02083,1,1.00000,1,2,2,2,2,0.50000,1.00000,1.00000,1.00000,false,true,0.03263,0.10557,1.00000,0.00000,0.03263,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__98.png
melee__light_01,s,1,full,1,40,9,0.22500,41.000,34.333,-6.500,55,16,40,41,54,0.41667,0.01042,9,0.11111,1,1,1.0,1,1,1.00000,1.00000,1.00000,1.00000,false,true,0.24109,0.01037,1.00000,0.00000,0.24109,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__99.png
melee__light_01,s,2,full,8,54,198,0.45833,52.293,54.061,4.793,79,26,16,48,40,0.56250,0.08333,2,0.55556,8,8,1.5,4,8,1.00000,0.18750,0.50000,1.00000,false,true,0.12421,0.29288,0.83333,0.01515,0.08596,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__99.png
melee__light_01,s,3,full,16,60,884,0.92083,47.541,51.034,0.041,81,22,14,40,40,0.62500,0.16667,1,1.00000,16,16,15,16,16,1.00000,0.93750,1.00000,1.00000,false,true,0.16859,0.47829,0.76018,0.04412,0.10846,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__99.png
melee__light_01,s,4,full,16,61,692,0.70902,46.220,57.607,-1.280,83,23,12,40,40,0.63542,0.16667,1,1.00000,9,15,14.5,16,16,0.60000,0.96667,1.06667,1.06667,false,true,0.14049,0.38276,0.77312,0.01012,0.10803,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__99.png
melee__light_01,s,5,full,2,5,6,0.60000,40.167,79.167,-7.333,81,77,14,40,54,0.05208,0.02083,1,1.00000,1,1,1,2,2,1.00000,1.00000,2.00000,2.00000,false,true,0.03986,0.11103,1.00000,0.00000,0.03986,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__99.png
ranged_2h__aim_01,e,1,upper+lower,58,71,1987,0.48252,48.183,51.389,0.683,84,14,11,22,16,0.73958,0.60417,1,1.00000,25,46,32.5,36,43,0.54348,0.70652,0.78261,0.93478,false,true,0.17480,0.32197,0.77252,0.01661,0.07647,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__e__5f__96.png
ranged_2h__aim_01,e,2,upper+lower,57,70,1994,0.49975,48.915,51.889,1.415,84,15,11,23,16,0.72917,0.59375,1,1.00000,23,45,36,38,42,0.51111,0.80000,0.84444,0.93333,false,true,0.18098,0.34752,0.76179,0.01906,0.08808,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__e__5f__96.png
ranged_2h__aim_01,e,3,upper+lower,57,70,1960,0.49123,49.333,51.677,1.833,84,15,11,26,13,0.72917,0.59375,2,0.99949,23,48,30,36,39,0.47917,0.62500,0.75000,0.81250,false,true,0.18126,0.35161,0.76582,0.01990,0.08730,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__e__5f__96.png
ranged_2h__aim_01,e,4,upper+lower,59,70,2000,0.48426,48.340,51.857,0.840,84,15,11,23,14,0.72917,0.61458,1,1.00000,26,48,27,38,42,0.54167,0.56250,0.79167,0.87500,false,true,0.17844,0.33496,0.76250,0.01900,0.08109,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__e__5f__96.png
ranged_2h__aim_01,e,5,upper+lower,58,71,2008,0.48762,47.598,51.848,0.098,85,15,10,23,15,0.73958,0.60417,1,1.00000,27,48,28.5,39,42,0.56250,0.59375,0.81250,0.87500,false,true,0.17891,0.33335,0.76444,0.01793,0.08127,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__e__5f__96.png
ranged_2h__aim_01,se,1,upper+lower,39,71,1665,0.60130,44.870,50.607,-2.630,84,14,11,27,30,0.73958,0.40625,1,1.00000,23,29,28.0,38,38,0.79310,0.96552,1.31034,1.31034,false,true,0.18836,0.37675,0.71652,0.01381,0.05644,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__se__5f__96.png
ranged_2h__aim_01,se,2,upper+lower,43,70,1662,0.55216,45.031,50.617,-2.469,84,15,11,27,26,0.72917,0.44792,1,1.00000,21,32,30,38,32,0.65625,0.93750,1.18750,1.00000,false,true,0.18557,0.38115,0.72503,0.01625,0.07625,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__se__5f__96.png
ranged_2h__aim_01,se,3,upper+lower,48,70,1665,0.49554,45.324,49.407,-2.176,84,15,11,27,21,0.72917,0.50000,2,0.56637,25,42,34,30,31,0.59524,0.80952,0.71429,0.73810,false,true,0.18303,0.37674,0.73453,0.01321,0.05561,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__se__5f__96.png
ranged_2h__aim_01,se,4,upper+lower,51,70,1711,0.47927,45.763,48.933,-1.737,84,15,11,27,18,0.72917,0.53125,2,0.99942,26,48,34,30,31,0.54167,0.70833,0.62500,0.64583,false,true,0.18572,0.37662,0.72531,0.01344,0.05818,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__se__5f__96.png
ranged_2h__aim_01,se,5,upper+lower,56,70,1753,0.44719,46.835,48.498,-0.665,84,15,11,27,13,0.72917,0.58333,1,1.00000,32,53,30,30,31,0.60377,0.56604,0.56604,0.58491,false,true,0.18303,0.37322,0.73246,0.01255,0.05672,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__se__5f__96.png
ranged_2h__aim_01,sw,1,upper+lower,39,71,1665,0.60130,50.130,50.607,2.630,84,14,11,30,27,0.73958,0.40625,1,1.00000,23,29,28.0,38,38,0.79310,0.96552,1.31034,1.31034,false,true,0.18836,0.37675,0.71652,0.01381,0.05644,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__sw__5f__96.png
ranged_2h__aim_01,sw,2,upper+lower,43,70,1662,0.55216,49.969,50.617,2.469,84,15,11,26,27,0.72917,0.44792,1,1.00000,21,32,30,38,32,0.65625,0.93750,1.18750,1.00000,false,true,0.18557,0.38115,0.72503,0.01625,0.07625,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__sw__5f__96.png
ranged_2h__aim_01,sw,3,upper+lower,48,70,1665,0.49554,49.676,49.407,2.176,84,15,11,21,27,0.72917,0.50000,2,0.56637,25,42,34,30,31,0.59524,0.80952,0.71429,0.73810,false,true,0.18303,0.37674,0.73453,0.01321,0.05561,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__sw__5f__96.png
ranged_2h__aim_01,sw,4,upper+lower,51,70,1711,0.47927,49.237,48.933,1.737,84,15,11,18,27,0.72917,0.53125,2,0.99942,26,48,34,30,31,0.54167,0.70833,0.62500,0.64583,false,true,0.18572,0.37662,0.72531,0.01344,0.05818,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__sw__5f__96.png
ranged_2h__aim_01,sw,5,upper+lower,56,70,1753,0.44719,48.165,48.498,0.665,84,15,11,13,27,0.72917,0.58333,1,1.00000,32,53,30,30,31,0.60377,0.56604,0.56604,0.58491,false,true,0.18303,0.37322,0.73246,0.01255,0.05672,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__sw__5f__96.png
ranged_2h__aim_01,w,1,upper+lower,58,71,2048,0.49733,46.643,50.575,-0.857,84,14,11,16,22,0.73958,0.60417,1,1.00000,27,46,32.5,36,43,0.58696,0.70652,0.78261,0.93478,false,true,0.18295,0.36616,0.75000,0.01562,0.06702,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__w__5f__96.png
ranged_2h__aim_01,w,2,upper+lower,58,71,2101,0.51020,46.089,50.400,-1.411,84,14,11,15,23,0.73958,0.60417,1,1.00000,28,46,36.0,38,42,0.60870,0.78261,0.82609,0.91304,false,true,0.18786,0.38441,0.73917,0.01809,0.07724,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__w__5f__96.png
ranged_2h__aim_01,w,3,upper+lower,59,69,2039,0.50086,44.454,51.110,-3.046,84,16,11,11,26,0.71875,0.61458,1,1.00000,27,49,31,36,39,0.55102,0.63265,0.73469,0.79592,false,true,0.18913,0.37976,0.74252,0.01962,0.08043,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__w__5f__96.png
ranged_2h__aim_01,w,4,upper+lower,58,72,2132,0.51054,46.788,49.841,-0.712,84,13,11,15,23,0.75000,0.60417,1,1.00000,26,48,35.5,36,42,0.54167,0.73958,0.75000,0.87500,false,true,0.18279,0.37631,0.74484,0.01642,0.07478,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__w__5f__96.png
ranged_2h__aim_01,w,5,upper+lower,58,73,2110,0.49835,47.199,50.302,-0.301,85,13,10,15,23,0.76042,0.60417,1,1.00000,27,48,28.5,39,42,0.56250,0.59375,0.81250,0.87500,false,true,0.18488,0.37786,0.74502,0.01611,0.07467,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/aim_01/operator__modular_upper_body__ranged_2h__aim_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/aim_01/operator__modular_lower_body__ranged_2h__aim_01__w__5f__96.png
ranged_2h__fire_01,e,1,upper+lower,48,68,1914,0.58640,43.844,49.214,-3.656,81,14,14,19,29,0.70833,0.50000,1,1.00000,27,37,29,34,41,0.72973,0.78378,0.91892,1.10811,false,true,0.18371,0.37390,0.74086,0.01515,0.08273,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/fire_01/operator__modular_upper_body__ranged_2h__fire_01__e__6f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/fire_01/operator__modular_lower_body__ranged_2h__fire_01__e__6f__96.png
ranged_2h__fire_01,e,2,upper+lower,50,69,1963,0.56899,44.513,48.715,-2.987,81,13,14,19,27,0.71875,0.52083,1,1.00000,27,38,30,35,40,0.71053,0.78947,0.92105,1.05263,false,true,0.18362,0.37237,0.73917,0.01528,0.09493,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/fire_01/operator__modular_upper_body__ranged_2h__fire_01__e__6f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/fire_01/operator__modular_lower_body__ranged_2h__fire_01__e__6f__96.png
ranged_2h__fire_01,e,3,upper+lower,48,69,1853,0.55948,40.734,49.731,-6.766,81,13,14,17,31,0.71875,0.50000,2,0.99946,26,36,25,35,42,0.72222,0.69444,0.97222,1.16667,false,true,0.18424,0.36757,0.74096,0.01457,0.06655,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/fire_01/operator__modular_upper_body__ranged_2h__fire_01__e__6f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/fire_01/operator__modular_lower_body__ranged_2h__fire_01__e__6f__96.png
ranged_2h__fire_01,e,4,upper+lower,46,68,1937,0.61925,43.752,49.152,-3.748,81,14,14,19,31,0.70833,0.47917,1,1.00000,28,37,30,34,41,0.75676,0.81081,0.91892,1.10811,false,true,0.18471,0.37198,0.74032,0.01446,0.08465,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/fire_01/operator__modular_upper_body__ranged_2h__fire_01__e__6f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/fire_01/operator__modular_lower_body__ranged_2h__fire_01__e__6f__96.png
ranged_2h__fire_01,e,5,upper+lower,51,68,1934,0.55767,43.296,49.113,-4.204,81,14,14,19,26,0.70833,0.53125,2,0.98345,27,42,28,34,41,0.64286,0.66667,0.80952,0.97619,false,true,0.18185,0.37027,0.74509,0.01551,0.08378,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/fire_01/operator__modular_upper_body__ranged_2h__fire_01__e__6f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/fire_01/operator__modular_lower_body__ranged_2h__fire_01__e__6f__96.png
ranged_2h__fire_01,e,6,upper+lower,47,67,1897,0.60241,44.026,49.581,-3.474,81,15,14,20,29,0.69792,0.48958,1,1.00000,28,37,29.0,35,40,0.75676,0.78378,0.94595,1.08108,false,true,0.18495,0.37641,0.73748,0.01529,0.06163,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/fire_01/operator__modular_upper_body__ranged_2h__fire_01__e__6f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/fire_01/operator__modular_lower_body__ranged_2h__fire_01__e__6f__96.png
ranged_2h__fire_01,n,1,upper+lower,40,72,1786,0.62014,50.170,50.960,2.670,86,15,9,31,25,0.75000,0.41667,1,1.00000,27,39,34.0,28,33,0.69231,0.87179,0.71795,0.84615,false,true,0.08978,0.18483,0.92945,0.00896,0.07152,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/fire_01/operator__modular_upper_body__ranged_2h__fire_01__n__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/fire_01/operator__modular_lower_body__ranged_2h__fire_01__n__5f__96.png
ranged_2h__fire_01,n,2,upper+lower,40,72,1774,0.61597,50.090,50.786,2.590,86,15,9,31,25,0.75000,0.41667,1,1.00000,27,39,33.5,28,32,0.69231,0.85897,0.71795,0.82051,false,true,0.08682,0.17062,0.93405,0.00733,0.06867,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/fire_01/operator__modular_upper_body__ranged_2h__fire_01__n__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/fire_01/operator__modular_lower_body__ranged_2h__fire_01__n__5f__96.png
ranged_2h__fire_01,n,3,upper+lower,41,73,1799,0.60107,50.212,50.239,2.712,86,14,9,31,24,0.76042,0.42708,1,1.00000,23,40,33.0,24,32,0.57500,0.82500,0.60000,0.80000,false,true,0.08715,0.16862,0.93830,0.00723,0.05692,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/fire_01/operator__modular_upper_body__ranged_2h__fire_01__n__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/fire_01/operator__modular_lower_body__ranged_2h__fire_01__n__5f__96.png
ranged_2h__fire_01,n,4,upper+lower,40,72,1776,0.61667,50.069,50.834,2.569,86,15,9,31,25,0.75000,0.41667,1,1.00000,27,39,34.0,28,32,0.69231,0.87179,0.71795,0.82051,false,true,0.08726,0.17679,0.93300,0.00845,0.06651,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/fire_01/operator__modular_upper_body__ranged_2h__fire_01__n__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/fire_01/operator__modular_lower_body__ranged_2h__fire_01__n__5f__96.png
